timestamp,x,y,vx,vy,yaw
1754795373.945165,0.100000,0.500000,0.597823,-0.302159,0.145986
1754795373.969308,0.100000,0.500000,0.520974,-0.146500,0.067016
1754795373.995333,0.100000,0.500000,0.554849,-0.221758,0.107098
1754795374.019303,0.100000,0.500000,0.582528,-0.285601,0.140014
1754795374.044785,0.100000,0.500000,0.462319,-0.105746,0.046655
1754795374.094928,0.100000,0.500000,0.455704,-0.106331,0.047239
1754795374.119256,0.100000,0.500000,0.806704,-0.241505,0.111543
1754795374.145185,0.100000,0.500000,0.774948,0.090706,-0.050391
1754795374.169306,0.100000,0.500000,0.687339,-0.295825,0.152094
1754795374.195279,0.100000,0.500000,0.687339,-0.295825,0.152094
1754795374.219207,0.100000,0.500000,0.687339,-0.295825,0.152094
1754795374.244952,0.100000,0.500000,0.852359,-0.065394,0.030934
1754795374.269342,0.100000,0.500000,0.884305,0.014888,-0.014225
1754795374.295160,0.100000,0.500000,0.884305,0.014888,-0.014225
1754795374.319216,0.100000,0.500000,0.865086,0.090722,-0.052710
1754795374.344502,0.100000,0.500000,1.128487,-0.076868,0.028251
1754795374.369308,0.100000,0.500000,1.170729,-0.445398,0.209714
1754795374.395043,0.100000,0.500000,1.086668,-0.339001,0.155831
1754795374.419229,0.100000,0.500000,1.086668,-0.339001,0.155831
1754795374.445273,0.100000,0.500000,1.086668,-0.339001,0.155831
1754795374.469310,0.100000,0.500000,1.086668,-0.339001,0.155831
1754795374.494871,0.100000,0.400000,0.676499,0.064528,-0.032545
1754795388.694659,1.500000,1.500000,0.990436,0.092428,-0.039325
1754795388.719317,1.500000,1.500000,0.953916,0.192534,-0.076376
1754795389.069256,0.200000,-2.100000,0.412275,-0.273166,0.121858
1754795389.094828,0.200000,-2.100000,0.311019,-0.324223,0.148847
1754795389.119311,0.100000,-2.000000,0.462721,-0.317017,0.138405
1754795389.144851,0.100000,-2.000000,0.504077,-0.114185,0.030848
1754795389.169191,0.100000,-2.000000,0.522663,-0.278255,0.123016
1754795389.194831,0.100000,-2.000000,0.370482,-0.286122,0.128707
1754795389.219346,0.100000,-2.000000,0.493084,-0.519241,0.251685
1754795389.244953,0.100000,-2.000000,0.666745,-0.598737,0.291190
1754795389.269225,0.100000,-2.000000,0.871161,-0.543060,0.265089
1754795389.295027,0.100000,-2.000000,0.980134,-0.521379,0.254861
1754795389.319290,0.100000,-2.000000,0.795302,-0.508303,0.244732
1754795389.344804,0.100000,-2.000000,0.655602,-0.267340,0.131640
1754795389.619307,0.200000,-0.900000,0.622370,-0.285920,0.134106
1754795389.644988,0.200000,-0.900000,0.625859,-0.081375,0.029442
